position,institution,ubication,num_conv,n_vac,wage,begin_date,end_date
"SUPERVISOR
",MUNICIPALIDAD PROVINCIAL DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-030,1,"S/. 4,050.00",30/09/2024,14/10/2024
"SERENO A PIE
",MUNICIPALIDAD PROVINCIAL DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-029,7,"S/. 1,730.00",30/09/2024,14/10/2024
"ASISTENTE SOCIAL
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-048,1,"S/. 3,850.00",27/09/2024,11/10/2024
"ESPECIALISTA JUDICIAL DE JUZGADO
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-048,1,"S/. 3,850.00",27/09/2024,11/10/2024
"TÉCNICO DE ATENCIÓN AL AFILIADO
",IAFAS DE LA MARINA DE GUERRA DEL PERU,CALLAO - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-032,1,"S/. 2,000.00",27/09/2024,11/10/2024
"ASISTENTE DE COMPRA DE PRESTACIONES
",IAFAS DE LA MARINA DE GUERRA DEL PERU,CALLAO - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-033,1,"S/. 2,200.00",27/09/2024,11/10/2024
"DEFENSOR PÚBLICO EN EL NUEVO CÓDIGO PROCESAL PENAL
",MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-849,2,"S/. 5,114.19",26/09/2024,10/10/2024
"AUXILIAR DE LABORATORIO
",ORGANISMO NACIONAL DE SANIDAD PESQUERA (SANIPES),CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-049,1,"S/. 2,500.00",25/09/2024,09/10/2024
"ABOGADO I
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-046,1,"S/. 2,972.00",24/09/2024,07/10/2024
"ASISTENTE JURISDICCIONAL
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-046,1,"S/. 2,572.00",24/09/2024,07/10/2024
"ESPECIALISTA JUDICIAL DE JUZGADO
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-047,2,"S/. 3,850.00",24/09/2024,07/10/2024
"ESPECIALISTA JUDICIAL DE JUZGADO
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-046,3,"S/. 2,972.00",24/09/2024,07/10/2024
"PROMOTOR/A REGIONAL - REGIÓN CALLAO
",MINISTERIO DE DESARROLLO E INCLUSION SOCIAL,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-073,1,"S/. 1,614.19",24/09/2024,07/10/2024
"ESPECIALISTA JUDICIAL DE AUDIENCIAS
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-046,1,"S/. 2,972.00",24/09/2024,07/10/2024
"PROFESIONAL EN PSICOLOGÍA
",UNIDAD DE GESTION EDUCATIVA LOCAL- VENTANILLA,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-40,1,"S/. 2,614.19",23/09/2024,04/10/2024
"ANALISTA I
",UNIDAD DE GESTION EDUCATIVA LOCAL- VENTANILLA,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-39,1,"S/. 3,614.19",23/09/2024,04/10/2024
"EJECUTOR COACTIVO
",MUNICIPALIDAD DISTRITAL DE JAYANCA,LAMBAYEQUE - JAYANCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 5,000.00",03/10/2024,17/10/2024
"ESPECIALISTA JUDICIAL DE AUDIENCIAS
",CORTE SUPERIOR DE JUSTICIA DE LAMBAYEQUE,LAMBAYEQUE - CHICLAYO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-015,1,"S/. 2,972.00",03/10/2024,17/10/2024
"ESPECIALISTA EN ADMINISTRACION TRIBUTARIA
",MUNICIPALIDAD DISTRITAL DE JAYANCA,LAMBAYEQUE - JAYANCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 3,000.00",03/10/2024,17/10/2024
"ESPECIALISTA EN MEDIO AMBIENTE
",MUNICIPALIDAD DISTRITAL DE JAYANCA,LAMBAYEQUE - JAYANCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 3,000.00",03/10/2024,17/10/2024
"ASISTENTE ADMINISTRATIVO EN SEGURIDAD CIUDADANA
",MUNICIPALIDAD DISTRITAL DE JAYANCA,LAMBAYEQUE - JAYANCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 2,000.00",03/10/2024,17/10/2024
"ALMACENERO
",INSTITUTO NACIONAL DE DEFENSA CIVIL,LAMBAYEQUE - LAMBAYEQUE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-309,1,"S/. 2,500.00",03/10/2024,17/10/2024
"ASISTENTE TECNICO ADMINISTRATIVO EN FISCALIZACION
",MUNICIPALIDAD DISTRITAL DE JAYANCA,LAMBAYEQUE - JAYANCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 2,000.00",03/10/2024,17/10/2024
"APOYO JURISDICCIONAL
",CORTE SUPERIOR DE JUSTICIA DE LAMBAYEQUE,LAMBAYEQUE - CHICLAYO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-015,1,"S/. 2,572.00",03/10/2024,17/10/2024
"RESPONSABLE DE LA SECCIÓN DE RELACIONES PÚBLICAS
",MUNICIPALIDAD DISTRITAL DE JAYANCA,LAMBAYEQUE - JAYANCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-005,1,"S/. 3,000.00",03/10/2024,17/10/2024
"ENFERMERA (O)
",DIRECCION REGIONAL DE SALUD LAMBAYEQUE,LAMBAYEQUE - CHICLAYO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-004,4,"S/. 3,014.19",02/10/2024,16/10/2024
"AUXILIAR ADMINISTRATIVO
",DIRECCION REGIONAL DE SALUD LAMBAYEQUE,LAMBAYEQUE - CHICLAYO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-004,1,"S/. 1,838.19",02/10/2024,16/10/2024
"MEDICO GINECO -ONCOLOGO
",DIRECCION REGIONAL DE SALUD LAMBAYEQUE,LAMBAYEQUE - CHICLAYO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-004,1,"S/. 9,114.19",02/10/2024,16/10/2024
"MEDICO PSIQUIATRA
",DIRECCION REGIONAL DE SALUD LAMBAYEQUE,LAMBAYEQUE - CHICLAYO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-004,1,"S/. 8,114.19",02/10/2024,16/10/2024
"TECNOLOGO MEDICO RADIOLOGIA
",DIRECCION REGIONAL DE SALUD LAMBAYEQUE,LAMBAYEQUE - CHICLAYO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-004,1,"S/. 5,500.00",02/10/2024,16/10/2024
"TECNICO EN ENFERMERIA
",DIRECCION REGIONAL DE SALUD LAMBAYEQUE,LAMBAYEQUE - CHICLAYO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-004,1,"S/. 1,914.19",02/10/2024,16/10/2024
"SECRETARIA/O
",DIRECCION REGIONAL DE SALUD LAMBAYEQUE,LAMBAYEQUE - CHICLAYO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-004,1,"S/. 1,838.19",02/10/2024,16/10/2024
"GESTOR/A EN ATENCIÓN AL USUARIO
",ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO - OSCE,LAMBAYEQUE - CHICLAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-245,1,"S/. 3,500.00",02/10/2024,16/10/2024
"PSICOLOGO (A)
",DIRECCION REGIONAL DE SALUD LAMBAYEQUE,LAMBAYEQUE - CHICLAYO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-004,1,"S/. 3,414.19",02/10/2024,16/10/2024
"QUIMICO FARMACEUTICO (A)
",DIRECCION REGIONAL DE SALUD LAMBAYEQUE,LAMBAYEQUE - CHICLAYO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-004,1,"S/. 3,014.19",02/10/2024,16/10/2024
"MEDICO
",DIRECCION REGIONAL DE SALUD LAMBAYEQUE,LAMBAYEQUE - CHICLAYO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-004,14,"S/. 5,200.00",01/10/2024,15/10/2024
"ABOGADO
",UNIDAD EJECUTORA 300 - EDUCACION CHICLAYO,LAMBAYEQUE - CHICLAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-55,3,"S/. 40,825,818.00",27/09/2024,11/10/2024
"TECNICO EN PLANILLAS
",UNIDAD EJECUTORA 300 - EDUCACION CHICLAYO,LAMBAYEQUE - CHICLAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-57,1,"S/. 1,800.00",27/09/2024,11/10/2024
"ASISTENTE TÉCNICO EN UNIDAD FORMULADORA
",PROYECTO ESPECIAL OLMOS TINAJONES,LAMBAYEQUE - CHICLAYO,728-03,1,"S/. 1,650.00",27/09/2024,11/10/2024
"ESPECIALISTA EN OPERACIÓN Y MANTENIMIENTO DEL SISTEMA DE TRANSMISIÓN ELÉCTRICA
",PROYECTO ESPECIAL OLMOS TINAJONES,LAMBAYEQUE - CHICLAYO,728-3,1,"S/. 3,951.00",27/09/2024,11/10/2024
"MECÁNICO DE MAQUINARIA LIVIANA
",PROYECTO ESPECIAL OLMOS TINAJONES,LAMBAYEQUE - CHICLAYO,728-03,1,"S/. 1,251.00",27/09/2024,11/10/2024
"SECRETARIA DE LA GERENCIA DE DESARROLLO DE TINAJONES
",PROYECTO ESPECIAL OLMOS TINAJONES,LAMBAYEQUE - CHICLAYO,728-03,1,"S/. 1,200.00",27/09/2024,11/10/2024
"SECRETARIA DE LA OFICINA DE PRESUPUESTO, PLANIFICACIÓN Y RACIONALIZACIÓN.
",PROYECTO ESPECIAL OLMOS TINAJONES,LAMBAYEQUE - CHICLAYO,728-03,1,"S/. 1,844.00",27/09/2024,11/10/2024
"TOPÓGRAFO
",PROYECTO ESPECIAL OLMOS TINAJONES,LAMBAYEQUE - CHICLAYO,728-03,1,"S/. 1,210.00",27/09/2024,11/10/2024
"AUXILIAR DE MANTENIMIENTO, LIMPIEZA Y VIGILANCIA
",UNIDAD EJECUTORA 005 NAYLAMP-LAMBAYEQUE,LAMBAYEQUE - SAÑA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-11,1,"S/. 1,139.19",27/09/2024,11/10/2024
"SECRETARIO
",UNIDAD EJECUTORA 300 - EDUCACION CHICLAYO,LAMBAYEQUE - CHICLAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-56,1,"S/. 1,750.00",27/09/2024,11/10/2024
"ESPECIALISTA JUDICIAL DE AUDIENCIAS
",CORTE SUPERIOR DE JUSTICIA DE LAMBAYEQUE,LAMBAYEQUE - LA VICTORIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-014,5,"S/. 4,750.00",27/09/2024,11/10/2024
"AUXILIAR COACTIVO
",MUNICIPALIDAD DISTRITAL DE REQUE,LAMBAYEQUE - REQUE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,400.00",26/09/2024,10/10/2024
"DEFENSOR PÚBLICO EN EL NUEVO CÓDIGO PROCESAL PENAL
",MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,LAMBAYEQUE - FERREÑAFE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-853,1,"S/. 7,114.19",26/09/2024,10/10/2024
"AUXILIAR ADMINISTRATIVO
",MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,LAMBAYEQUE - SAÑA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-859,1,"S/. 2,114.19",26/09/2024,10/10/2024
"UN (01) JEFE (A) ZONAL DE LA UNIDAD TERRITORIAL LAMBAYEQUE
",PROGRAMA NACIONAL PARA LA EMPLEABILIDAD,LAMBAYEQUE - CHICLAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-017,1,"S/. 5,500.00",25/09/2024,09/10/2024
"ESPECIALISTA DE CONVIVENCIA ESCOLAR
",UNIDAD EJECUTORA 300 - EDUCACION CHICLAYO,LAMBAYEQUE - CHICLAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-36,1,"S/. 3,614.19",25/09/2024,09/10/2024
"ANALISTA EN ABASTECIMIENTO
",ZONA REGISTRAL N II - SEDE CHICLAYO,LAMBAYEQUE - CHICLAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-008,1,"S/. 3,500.00",25/09/2024,09/10/2024
"ANALISTA EN GESTION DE RIESGOS DE DESASTRES
",INSTITUTO NACIONAL DE DEFENSA CIVIL,MADRE DE DIOS - TAMBOPATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-304,1,"S/. 4,500.00",03/10/2024,17/10/2024
"ENFERMERA
",DIRECC. REGIONAL DE SALUD MADRE DE DIOS,MADRE DE DIOS - IBERIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 2,900.00",02/10/2024,16/10/2024
"QUIMICO FARMACEUTICO
",DIRECC. REGIONAL DE SALUD MADRE DE DIOS,MADRE DE DIOS - TAMBOPATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 2,900.00",02/10/2024,16/10/2024
"MEDICO CIRUJANO
",DIRECC. REGIONAL DE SALUD MADRE DE DIOS,MADRE DE DIOS - TAMBOPATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 7,540.00",02/10/2024,16/10/2024
"MEDICO CIRUJANO
",DIRECC. REGIONAL DE SALUD MADRE DE DIOS,MADRE DE DIOS - TAMBOPATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 5,200.00",02/10/2024,16/10/2024
"INSPECTOR/A UD MADRE DE DIOS
","SUPERINTENDENCIA DE TRANSPORTE TERRESTRE DE PERSONAS, CARGA Y MERCANCIAS - SUTRAN",MADRE DE DIOS - TAMBOPATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-223,1,"S/. 3,000.00",02/10/2024,16/10/2024
"TÉCNICO EN INFORMÁTICA
",DIRECC. REGIONAL DE SALUD MADRE DE DIOS,MADRE DE DIOS - TAMBOPATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 1,500.00",02/10/2024,16/10/2024
"TECNICO EN FARMACIA
",DIRECC. REGIONAL DE SALUD MADRE DE DIOS,MADRE DE DIOS - TAMBOPATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,2,"S/. 1,800.00",02/10/2024,16/10/2024
"DIGITADOR
",DIRECC. REGIONAL DE SALUD MADRE DE DIOS,MADRE DE DIOS - IÑAPARI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 1,500.00",02/10/2024,16/10/2024
"TECNICO EN ENFERMERÍA
",DIRECC. REGIONAL DE SALUD MADRE DE DIOS,MADRE DE DIOS - IÑAPARI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 1,800.00",02/10/2024,16/10/2024
"CHOFER
",DIRECC. REGIONAL DE SALUD MADRE DE DIOS,MADRE DE DIOS - MANU,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 2,500.00",02/10/2024,16/10/2024
"ENFERMERA
",DIRECC. REGIONAL DE SALUD MADRE DE DIOS,MADRE DE DIOS - MANU,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 4,000.00",02/10/2024,16/10/2024
"ENFERMERA
",DIRECC. REGIONAL DE SALUD MADRE DE DIOS,MADRE DE DIOS - MANU,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 4,000.00",02/10/2024,16/10/2024
"BIOLOGO
",DIRECC. REGIONAL DE SALUD MADRE DE DIOS,MADRE DE DIOS - LAS PIEDRAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 2,900.00",02/10/2024,16/10/2024
"OBSTETRA
",DIRECC. REGIONAL DE SALUD MADRE DE DIOS,MADRE DE DIOS - INAMBARI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 2,900.00",02/10/2024,16/10/2024
"TECNICO EN ENFERMERIA
",DIRECC. REGIONAL DE SALUD MADRE DE DIOS,MADRE DE DIOS - LAS PIEDRAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 1,500.00",02/10/2024,16/10/2024
"MEDICO CIRUJANO
",DIRECC. REGIONAL DE SALUD MADRE DE DIOS,MADRE DE DIOS - LAS PIEDRAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 5,200.00",02/10/2024,16/10/2024
"MEDICO CIRUJANO
",DIRECC. REGIONAL DE SALUD MADRE DE DIOS,MADRE DE DIOS - LAS PIEDRAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 5,200.00",02/10/2024,16/10/2024
"ENFERMERA
",DIRECC. REGIONAL DE SALUD MADRE DE DIOS,MADRE DE DIOS - LAS PIEDRAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 2,900.00",02/10/2024,16/10/2024
"ASISTENTE JUDICIAL
",PODER JUDICIAL,MADRE DE DIOS - TAMBOPATA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-28,1,"S/. 2,572.00",01/10/2024,15/10/2024
"SECRETARIO  JUDICIAL
",PODER JUDICIAL,MADRE DE DIOS - TAMBOPATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-27,1,"S/. 4,750.00",01/10/2024,15/10/2024
"APOYO ADMINISTRATIVO - JUZGADO CIVIL PERMANENTE
",PODER JUDICIAL,MADRE DE DIOS - TAMBOPATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-27,1,"S/. 2,100.00",01/10/2024,15/10/2024
"CONTRATACIÓN ADMINISTRATIVA DE SERVICIOS DE UN(A) DOCENTE PARA LA COORDINACIÓN DE INVESTIGACIÓN Y MONOGRAFÍA DEL COLEGIO DE ALTO RENDIMIENTO DE LA REGIÓN MADRE DE DIOS - SUPLENCIA TEMPORAL (008666)
",MINISTERIO DE EDUCACION,MADRE DE DIOS - TAMBOPATA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-772,1,"S/. 4,500.00",27/09/2024,11/10/2024
"CONTRATACIÓN ADMINISTRATIVA DE SERVICIOS DE UN(A) DOCENTE PARA LA ENSEÑANZA DE LA ASIGNATURA DE GESTIÓN EMPRESARIAL PARA EL COLEGIO DE ALTO RENDIMIENTO DE LA REGIÓN MADRE DE DIOS - SUPLENCIA TEMPORAL ( 006644)
",MINISTERIO DE EDUCACION,MADRE DE DIOS - TAMBOPATA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-774,1,"S/. 4,500.00",27/09/2024,11/10/2024
"ANALISTA LEGAL
",DEFENSORIA DEL PUEBLO,MADRE DE DIOS - TAMBOPATA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-134,1,"S/. 3,500.00",24/09/2024,07/10/2024
"VERIFICADOR AUXILIAR DE COBRANZA COACTIVA
",SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT,MADRE DE DIOS - MADRE DE DIOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-222,1,"S/. 4,200.00",23/09/2024,04/10/2024
"JEFE (A) DE LA OFICINA DE CONTABILIDAD
",MUNICIPALIDAD PROVINCIAL DE CARHUAZ,ANCASH - CARHUAZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-3,1,"S/. 3,500.00",04/10/2024,18/10/2024
"RESPONSABLE DE ESTUDIOS DEFINITIVOS
",MUNICIPALIDAD PROVINCIAL DE CARHUAZ,ANCASH - CARHUAZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-3,1,"S/. 2,000.00",04/10/2024,18/10/2024
"SUBGERENTE (A) DE SERVICIOS MUNICIPALES
",MUNICIPALIDAD PROVINCIAL DE CARHUAZ,ANCASH - CARHUAZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-3,1,"S/. 3,000.00",04/10/2024,18/10/2024
"SUPERVISOR(A)
",MUNICIPALIDAD PROVINCIAL DE CARHUAZ,ANCASH - CARHUAZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-3,1,"S/. 1,200.00",04/10/2024,18/10/2024
"ESPECIALISTA EN PLANEAMIENTO
",INSTITUTO NACIONAL DE INVESTIGACION EN GLACIARES Y ECOSISTEMAS DE MONTAÑA,ANCASH - INDEPENDENCIA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-018,1,"S/. 6,114.19",04/10/2024,18/10/2024
"ESPECIALISTA LEGAL
",MUNICIPALIDAD PROVINCIAL DE CARHUAZ,ANCASH - CARHUAZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-3,1,"S/. 2,000.00",04/10/2024,18/10/2024
"EJECUTOR COACTIVO
",MUNICIPALIDAD PROVINCIAL DE HUARMEY,ANCASH - HUARMEY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-005,1,"S/. 3,000.00",04/10/2024,18/10/2024
"ASISTENTE (A) ADMINISTRATIVO (A) I
",MUNICIPALIDAD PROVINCIAL DE CARHUAZ,ANCASH - CARHUAZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-3,1,"S/. 1,500.00",04/10/2024,18/10/2024
"CAJERO(A) - OFICINA DE TESORERÍA
",MUNICIPALIDAD PROVINCIAL DE CARHUAZ,ANCASH - CARHUAZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-3,1,"S/. 1,300.00",04/10/2024,18/10/2024
"ESPECIALISTA EN CONTROL URBANO Y FISCALIZACIÓN
",MUNICIPALIDAD PROVINCIAL DE CARHUAZ,ANCASH - CARHUAZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-3,1,"S/. 2,000.00",04/10/2024,18/10/2024
"TÉCNICO/A EN ENFERMERÍA
",MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES,ANCASH - HUARAZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-267,1,"S/. 2,000.00",04/10/2024,18/10/2024
"NUTRICIONISTA
",HOSPITAL REGIONAL ELEAZAR GUZMAN BARRON,ANCASH - NUEVO CHIMBOTE,276-008,1,"S/. 5,300.00",03/10/2024,17/10/2024
"NUTRICIONISTA
",HOSPITAL REGIONAL ELEAZAR GUZMAN BARRON,ANCASH - NUEVO CHIMBOTE,276-008,1,"S/. 7,796.00",03/10/2024,17/10/2024
"AUXILIAR ASISTENCIAL
",HOSPITAL REGIONAL ELEAZAR GUZMAN BARRON,ANCASH - NUEVO CHIMBOTE,276-008,1,"S/. 2,718.00",03/10/2024,17/10/2024
"PILOTO DE AMBULANCIA
",HOSPITAL REGIONAL ELEAZAR GUZMAN BARRON,ANCASH - NUEVO CHIMBOTE,276-008,2,"S/. 2,857.00",03/10/2024,17/10/2024
"TECNICO EN NUTRICION
",HOSPITAL REGIONAL ELEAZAR GUZMAN BARRON,ANCASH - NUEVO CHIMBOTE,276-008,1,"S/. 2,837.00",03/10/2024,17/10/2024
"DIGITADOR
",HOSPITAL REGIONAL ELEAZAR GUZMAN BARRON,ANCASH - SANTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 1,914.19",03/10/2024,17/10/2024
"JEFE (A) DE LA OFICINA DE LA UNIDAD FORMULADORA
",MUNICIPALIDAD DISTRITAL DE JANGAS,ANCASH - JANGAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 2,300.00",03/10/2024,17/10/2024
"JEFE (A) DE LA OFICINA DE PLANEAMIENTO Y DE MODERNIZACIÓN DE INVERSIONES
",MUNICIPALIDAD DISTRITAL DE JANGAS,ANCASH - JANGAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 2,300.00",03/10/2024,17/10/2024
"ESPECIALISTA EN AGRONOMÍA
",SERVICIO NACIONAL FORESTAL Y DE FAUNA SILVESTRE - SERFOR,ANCASH - HUARAZ,D.LEG 1057 - DETERMINADO (SUPLENCIA)-137,1,"S/. 1,850.00",03/10/2024,17/10/2024
"GESTOR LOCAL
",PROGRAMA NACIONAL DE APOYO DIRECTO A LOS MAS POBRES,ANCASH - HUARAZ,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-243,1,"S/. 2,000.00",03/10/2024,17/10/2024
"SECRETARIA II OAJ Y DGI
",DIRECCION REGIONAL DE EDUCACION-HUARAZ,ANCASH - HUARAZ,276-19,2,S/. 823.00,03/10/2024,17/10/2024
"TECNICO ADMINISTRATIVO II (ALMACEN)
",DIRECCION REGIONAL DE EDUCACION-HUARAZ,ANCASH - HUARAZ,276-19,1,S/. 903.00,03/10/2024,17/10/2024
"TECNICO ASISTENCIAL
",HOSPITAL REGIONAL ELEAZAR GUZMAN BARRON,ANCASH - NUEVO CHIMBOTE,276-008,4,"S/. 2,837.00",03/10/2024,17/10/2024
"TOPOGRAFO
",DIRECCION REGIONAL DE EDUCACION-HUARAZ,ANCASH - HUARAZ,276-19,1,S/. 823.00,03/10/2024,17/10/2024
"ABOGADO II
",DIRECCION REGIONAL DE EDUCACION-HUARAZ,ANCASH - HUARAZ,276-19,1,"S/. 1,005.00",03/10/2024,17/10/2024
"ABOGADO SUNARP
",ORGANISMO DE FORMALIZACION DE LA PROPIEDAD INFORMAL - COFOPRI,ANCASH - HUARAZ,D.LEG 1057 - DETERMINADO (SUPLENCIA)-273,1,"S/. 3,500.00",02/10/2024,16/10/2024
"TECNOLOGO MEDICO
",HOSPITAL REGIONAL ELEAZAR GUZMAN BARRON,ANCASH - NUEVO CHIMBOTE,276-008,1,"S/. 5,300.00",02/10/2024,16/10/2024
"TECNICO EN ENFERMERIA
",HOSPITAL REGIONAL ELEAZAR GUZMAN BARRON,ANCASH - NUEVO CHIMBOTE,276-008,1,"S/. 2,857.00",02/10/2024,16/10/2024
