position,institution,ubication,num_conv,n_vac,wage,begin_date,end_date,id_uuid
"CONDUCTOR DE VEHICULOS
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,ICA - ALTO LARAN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-260,1,"S/. 1,800.00",11/10/2024,24/10/2024,a3cc0d07-317a-4467-9b35-15dfa4701ba6
"PERSONAL DE ATENCION PERMANENTE
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,ICA - ALTO LARAN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-260,9,"S/. 2,000.00",11/10/2024,24/10/2024,de04dfbb-d70e-4ffd-acad-3d899111bf1e
"TRABAJADOR(A) SOCIAL
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,ICA - ALTO LARAN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-260,1,"S/. 3,500.00",11/10/2024,24/10/2024,f6b0ed4a-4227-4515-b84e-e1594a6a78a1
"ABOGADO DE LA UNIDAD DE ASESORIA JURIDICA (SUPLENCIA)
",ZONA REGISTRAL NRO XI SEDE ICA,ICA - ICA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-007,1,"S/. 3,000.00",11/10/2024,24/10/2024,773bbb0a-67da-497d-b3b7-7b03e42d38c8
"ESPECIALISTA EN BASE GRAFICA REGISTRAL (SUPLENCIA)
",ZONA REGISTRAL NRO XI SEDE ICA,ICA - ICA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-006,1,"S/. 3,000.00",10/10/2024,23/10/2024,71649199-5fb1-4743-99f6-fd8eb9ab1b06
"ESPECIALISTA JUDICIAL
",PODER JUDICIAL,ICA - ICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-012,5,"S/. 4,750.00",10/10/2024,23/10/2024,a506eb25-d5df-472a-8f0d-e81dc96f38ab
"ESPECIALISTA JUDICIAL DE AUDIENCIA
",PODER JUDICIAL,ICA - ICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-011,1,"S/. 2,972.00",10/10/2024,23/10/2024,937bb7fb-1387-4a7a-8eeb-65351eca0bf9
"ESPECIALISTA JUDICIAL DE AUDIENCIAS
",PODER JUDICIAL,ICA - ICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-012,5,"S/. 4,750.00",10/10/2024,23/10/2024,f2f4bb96-4900-4aba-9d6c-9ea3969b6393
"ASISTENTE DE CUSTODIA Y GRABACIÓN
",PODER JUDICIAL,ICA - ICA,SERUM LEY 23330-012,3,"S/. 4,000.00",10/10/2024,23/10/2024,9694d689-7ba4-4ce1-b510-366e5ce9acc9
"ENFERMERA/O
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,ICA - ALTO LARAN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-259,1,"S/. 3,000.00",09/10/2024,22/10/2024,211b8e37-d74c-4a9b-9956-a884517b851a
"ASISTENTE DE TUTORÍA
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,ICA - ALTO LARAN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-259,1,"S/. 2,000.00",09/10/2024,22/10/2024,66e518f2-3841-443c-8ea9-709f2ca21a2e
"ASISTENTE DE TUTORIA
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,ICA - ALTO LARAN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-259,6,"S/. 2,000.00",09/10/2024,22/10/2024,9744caa8-4086-485f-98b9-3491261bea92
"ASISTENTE DE TUTORÍA
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,ICA - ICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-259,2,"S/. 2,000.00",09/10/2024,22/10/2024,dda47258-5098-4cb0-8804-655b4389d38f
"PROFESIONAL DE APOYO DE CONTROL DE LA DEUDA
",SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT,ICA - ICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-239,1,"S/. 4,200.00",09/10/2024,22/10/2024,baf22351-a5f4-40e0-b17b-d5420228dc19
"JEFE DE LA UNIDAD DE DEFENSA CIVIL Y POLICIA MUNICIPAL
",MUNICIPALIDAD DISTRITAL DE GROCIO PRADO,ICA - GROCIO PRADO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 1,800.00",09/10/2024,22/10/2024,8872e06f-2b4f-404a-87c1-4ab6f2cf524a
"PROMOTOR/A
",PROGRAMA NACIONAL DE ASISTENCIA SOLIDARIA PENSION 65,ICA - NAZCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-055,1,"S/. 2,114.19",09/10/2024,22/10/2024,a68c4d38-310f-415f-a4ac-9d27b2efe055
"COORDINADOR (A)
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,ICA - ALTO LARAN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-259,1,"S/. 6,000.00",09/10/2024,22/10/2024,8ec848ae-0503-4791-ac5f-7d37c5ad0951
"MEDICO
",INSTITUTO DE MEDICINA LEGAL Y CIENCIAS FORENSES,ICA - ICA,276-37,1,"S/. 6,624.00",07/10/2024,21/10/2024,e2c64d1c-4924-47d3-8ef0-b2e290f5be16
"PROFESIONAL EN PSICOLOGIA
",UNIDAD DE GESTION EDUCATIVA LOCAL NAZCA,ICA - NAZCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-008,1,"S/. 2,614.19",03/10/2024,17/10/2024,0d4934d4-1ba4-4b8a-905e-1b95d5646a86
"COORDINADOR DE INNOVACIÓN
",UNIDAD DE GESTION EDUCATIVA LOCAL NAZCA,ICA - MARCONA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-008,1,"S/. 1,464.19",03/10/2024,17/10/2024,6ff9dcb7-353e-4bab-afda-d66cfb99b44f
"PROFESIONAL EN PSICOLOGIA
",DIRECCION REGIONAL DE EDUCACION ICA,ICA - ICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-013,1,"S/. 2,614.19",01/10/2024,15/10/2024,367921a4-a7dd-4400-a337-928875dec9bf
"PROFESIONAL III PARA EQUIPO ITINERANTE DE CONVIVENCIA ESCOLAR
",DIRECCION REGIONAL DE EDUCACION ICA,ICA - ICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-013,1,"S/. 2,914.19",01/10/2024,15/10/2024,5c16bcdd-8b9c-4b69-ba8a-ce04d4e54830
"ACOMPAÑANTE TECNICO PARA EL SERVICIO DE CUIDADO DIURNO
",PROGRAMA NACIONAL CUNA MAS,ICA - ICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1152,1,"S/. 2,614.19",01/10/2024,15/10/2024,6ff5c047-3240-407f-9fd7-968896574f6e
"ACOMPAÑANTE TECNICO PARA EL SERVICIO DE CUIDADO DIURNO
",PROGRAMA NACIONAL CUNA MAS,ICA - ICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1156,1,"S/. 2,914.19",01/10/2024,15/10/2024,cd4bea92-033e-494b-91c8-d6c96aa52033
"AUXILIAR ADMINISTRATIVO
",PODER JUDICIAL,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-035,1,"S/. 3,150.00",11/10/2024,24/10/2024,b52def2f-f75c-4c0f-b695-2c0781a76a49
"PERSONAL DE ATENCIÓN PERMANENTE
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-260,8,"S/. 2,000.00",11/10/2024,24/10/2024,04554363-cd68-43ed-9d04-58fd006d9eb8
"TRABAJADOR(A) SOCIAL
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,CALLAO - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-260,1,"S/. 3,500.00",11/10/2024,24/10/2024,849ca511-8a3b-402e-beff-6b76a47baf41
"RESPONSABLE DE TRABAJO SOCIAL
",MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-904,1,"S/. 4,114.19",11/10/2024,24/10/2024,f7662766-f428-4b29-9b6a-a844e004353e
"PSICOLOGO(A) I
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-260,1,"S/. 3,500.00",11/10/2024,24/10/2024,0c05b17d-cc86-4ee4-b69e-489920217ca3
"DEFENSOR PÚBLICO EN EL NUEVO CÓDIGO PROCESAL PENAL
",MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-887,2,"S/. 5,114.19",11/10/2024,24/10/2024,6d4eac32-482f-4735-a77d-b83b45f85de8
"PERSONAL DE ATENCIÓN PERMANENTE
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-260,5,"S/. 2,000.00",11/10/2024,24/10/2024,3fd3054e-e5d3-4f4d-a0c2-3eaf70704df3
"PERSONAL DE ATENCIÓN PERMANENTE
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-260,3,"S/. 2,000.00",11/10/2024,24/10/2024,549ba7f1-a606-484b-b47e-293a47eed2a1
"PERSONAL DE ATENCION PERMANENTE
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-260,1,"S/. 2,000.00",11/10/2024,24/10/2024,790a288f-f794-48f9-8eb4-0b4df793d7b9
"TERAPISTA I
",ESCUELA NACIONAL DE MARINA MERCANTE ALMIRANTE MIGUEL GRAU,CALLAO - LA PUNTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 2,214.19",10/10/2024,23/10/2024,9b48e732-8859-4f4b-bc41-e0645403b945
"AUXILIAR DE LIMPIEZA
",ESCUELA NACIONAL DE MARINA MERCANTE ALMIRANTE MIGUEL GRAU,CALLAO - LA PUNTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 1,414.19",10/10/2024,23/10/2024,cea89157-9809-46b0-908c-4d20df045908
"ESPECIALISTA EN CONTRATACIONES DEL ESTADO
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-052,1,"S/. 5,500.00",10/10/2024,23/10/2024,79e2835f-ffee-4c90-be3b-0e30534c6e9c
"ASISTENTE DE ATENCION AL PUBLICO
",PODER JUDICIAL,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-034,1,"S/. 2,372.00",10/10/2024,23/10/2024,7d528b03-918e-4929-854a-fd502640d627
"ESPECIALISTA JUDICIAL DE AUDIENCIA
",PODER JUDICIAL,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-032,1,"S/. 2,972.00",10/10/2024,23/10/2024,82fd3285-50fd-4d83-aea1-2000f05c3e64
"ESPECIALISTA JUDICIAL DE AUDIENCIA
",PODER JUDICIAL,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-034,1,"S/. 2,972.00",10/10/2024,23/10/2024,e8c4218f-2811-45f2-88fa-b38fce6a374e
"ESPECIALISTA LEGAL
",PODER JUDICIAL,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-034,1,"S/. 2,972.00",10/10/2024,23/10/2024,6486a6a1-a2b1-4f2a-9bd2-abc24649a12a
"PROFESIONAL LEGAL
",PODER JUDICIAL,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-033,1,"S/. 2,972.00",10/10/2024,23/10/2024,7086269e-f283-4cf3-828a-220c44888e91
"ASISTENTE DE PRESUPUESTO
",MUNICIPALIDAD DE LA PERLA,CALLAO - LA PERLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-13,1,"S/. 2,300.00",10/10/2024,23/10/2024,3893ea9b-68de-4a72-b9f7-72707b659288
"COORDINADOR(A) EN CONTRATACIONES PUBLICAS DEL ESTADO DE HASTA 8 UIT
",MUNICIPALIDAD DE LA PERLA,CALLAO - LA PERLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-13,5000,"S/. 5,000.00",10/10/2024,23/10/2024,02b1a78e-94b0-4223-8849-a34f43742c49
"ESPECIALISTA JUDICIAL DE AUDIENCIAS
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-052,1,"S/. 2,972.00",10/10/2024,23/10/2024,bd074bf7-0f9f-4a98-8d0c-9d9588d94515
"AUXILIAR JUDICIAL
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-052,1,"S/. 2,900.00",10/10/2024,23/10/2024,82ec918d-9943-4445-8d4c-18fb07a94250
"AUXILIAR ADMINISTRATIVO/A
",GOBIERNO REGIONAL DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-041,1,"S/. 2,500.00",10/10/2024,23/10/2024,d0e832ed-f1ca-43ee-a14e-289efa779298
"COORDINADOR/A LEGAL
",GOBIERNO REGIONAL DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-040,1,"S/. 10,000.00",10/10/2024,23/10/2024,c884c6a1-d06d-48bd-afd6-f288a2783de9
"ESPECIALISTA EN LOGÍSTICA
",HOSPITAL SAN JOSE,CALLAO - CARMEN DE LA LEGUA REYNOSO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 5,500.00",09/10/2024,22/10/2024,f8b81d0c-68d0-4fd0-ab11-ff4c9fb575c1
"ENFERMERA/O
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-259,1,"S/. 3,000.00",09/10/2024,22/10/2024,8c22a689-7180-42fa-a3db-d69d6b410f11
"TÉCNICO/A EN ENFERMERÍA
",HOSPITAL SAN JOSE,CALLAO - CARMEN DE LA LEGUA REYNOSO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,2,"S/. 1,700.00",09/10/2024,22/10/2024,47c89f37-10e7-4910-80b1-2e22b841b6b6
"TÉCNICO ADMINISTRATIVO
",HOSPITAL SAN JOSE,CALLAO - CARMEN DE LA LEGUA REYNOSO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 1,700.00",09/10/2024,22/10/2024,dddfc707-8e15-4eb3-86d8-4bcbf85bc212
"TRABAJADOR DE SERVICIOS GENERALES
",HOSPITAL SAN JOSE,CALLAO - CARMEN DE LA LEGUA REYNOSO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 1,600.00",09/10/2024,22/10/2024,f8c87345-5d56-4a42-9c5b-f7ae0c4bd308
"TECNÓLOGO MÉDICO EN LABORATORIO CLÍNICO Y ANATOMÍA PATOLÓGICA
",HOSPITAL SAN JOSE,CALLAO - CARMEN DE LA LEGUA REYNOSO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 3,400.00",09/10/2024,22/10/2024,0223f76c-a731-4425-9873-697d5a5ab978
"QUÍMICO FARMACÉUTICO
",HOSPITAL SAN JOSE,CALLAO - CARMEN DE LA LEGUA REYNOSO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 2,900.00",09/10/2024,22/10/2024,506cc88d-063b-4b90-a12f-fae64b09f2e1
"OBSTETRA ASISTENCIAL
",HOSPITAL SAN JOSE,CALLAO - CARMEN DE LA LEGUA REYNOSO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 3,400.00",09/10/2024,22/10/2024,1a771cff-5d91-4dc1-bfe5-aabf32679200
"MÉDICO ESPECIALISTA EN MEDICINA INTENSIVA
",HOSPITAL SAN JOSE,CALLAO - CARMEN DE LA LEGUA REYNOSO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 6,000.00",09/10/2024,22/10/2024,8e049b6e-3e90-48ba-977c-f441a6f07630
"MÉDICO AUDITOR
",HOSPITAL SAN JOSE,CALLAO - CARMEN DE LA LEGUA REYNOSO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 6,000.00",09/10/2024,22/10/2024,2362b4f8-21f9-4260-bec4-a61368fff175
"ESPECIALISTA EN LOGÍSTICA
",HOSPITAL SAN JOSE,CALLAO - CARMEN DE LA LEGUA REYNOSO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 4,500.00",09/10/2024,22/10/2024,ad1f4c01-eac3-41e5-a21c-92af97d1007d
"AUXILIAR ADMINISTRATIVO
",HOSPITAL SAN JOSE,CALLAO - CARMEN DE LA LEGUA REYNOSO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 1,400.00",09/10/2024,22/10/2024,deb2aa4b-701f-43fc-8139-419eca1e4cad
"TÉCNICO/A EN ENFERMERÍA
",HOSPITAL SAN JOSE,CALLAO - CARMEN DE LA LEGUA REYNOSO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 1,800.00",09/10/2024,22/10/2024,865f42c9-cd27-4ddd-901f-59cda6bbe326
"ENFERMERA/O
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-259,1,"S/. 3,000.00",09/10/2024,22/10/2024,83933f6e-79ea-4b33-aa35-93b5ddd9d1c7
"PSICOLOGO
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-259,1,"S/. 2,400.00",09/10/2024,22/10/2024,f927d36d-695b-499b-87a3-a58fb104a181
"ASISTENTE DE TUTORIA
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-259,2,"S/. 2,000.00",09/10/2024,22/10/2024,930de860-e567-44d5-8248-0f04826b7fdb
"ASISTENTE DE TUTORIA
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-259,7,"S/. 2,000.00",09/10/2024,22/10/2024,249366c7-7c73-450d-a7f7-42f72673342a
"ASISTENTE DE TUTORIA
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-259,4,"S/. 2,000.00",09/10/2024,22/10/2024,2cac1d98-3c5e-44e9-a13b-86dfe4207b82
"ABOGADO
",CORPORACION PERUANA DE AEROPUERTOS Y AVIACION COMERCIAL SOCIEDAD ANONIMA - CORPAC S.A.,CALLAO - CALLAO,728-056,1,"S/. 3,900.00",09/10/2024,22/10/2024,4a5c19a9-f08f-424f-aa3d-9b1618dfd90a
"TRABAJADOR SOCIAL
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-259,1,"S/. 2,400.00",09/10/2024,22/10/2024,df800100-5609-4259-945f-d5b1eab5f9f5
"ABOGADO
",HOSPITAL SAN JOSE,CALLAO - CARMEN DE LA LEGUA REYNOSO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 5,500.00",09/10/2024,22/10/2024,a2db88d2-cef8-4685-855f-d5c62dde7c9c
"GESTOR DE COBRANZA
",MUNICIPALIDAD PROVINCIAL DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-01,1,"S/. 1,954.00",07/10/2024,21/10/2024,3ecc78fa-31ac-43f5-bd4c-957c3bf5a402
"OPERADOR DE PLATAFORMA
",MUNICIPALIDAD PROVINCIAL DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-032,1,"S/. 1,700.00",07/10/2024,21/10/2024,2c70d13c-be1d-4a30-bfca-f373177a094a
"INGENIERO CIVIL
",CORPORACION PERUANA DE AEROPUERTOS Y AVIACION COMERCIAL SOCIEDAD ANONIMA - CORPAC S.A.,CALLAO - CALLAO,728-055,1,"S/. 3,900.00",04/10/2024,18/10/2024,79838c27-70bc-4126-8387-c25193c28c8c
"ABOGADO
",CORPORACION PERUANA DE AEROPUERTOS Y AVIACION COMERCIAL SOCIEDAD ANONIMA - CORPAC S.A.,CALLAO - CALLAO,728-054,1,"S/. 3,900.00",04/10/2024,18/10/2024,e3f3a512-7713-4a4b-911b-ffe510cdd006
"PSICOLOGO
",UNIDAD DE GESTION EDUCATIVA LOCAL- VENTANILLA,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-41,1,"S/. 2,614.19",03/10/2024,17/10/2024,bb39f944-035a-4857-8c9a-0818d555085a
"ESPECIALISTA EN CONTRATACIONES DEL ESTADO
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-051,1,"S/. 5,500.00",03/10/2024,17/10/2024,44ff836f-c3eb-494d-8e21-404feb338dc2
"ESPECIALISTA JUDICIAL DE JUZGADO
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-051,1,"S/. 3,850.00",03/10/2024,17/10/2024,11dec49d-ca68-4816-a7fb-f6efbf7eca1d
"NOTIFICADOR/A
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-050,2,"S/. 3,040.00",02/10/2024,16/10/2024,244c7b20-2ddf-41cd-b732-e0c6b434d5b9
"SUBINTENDENTE
",SUPERINTENDENCIA NACIONAL DE FISCALIZACION LABORAL - SUNAFIL,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-228,1,"S/. 8,000.00",02/10/2024,16/10/2024,8f6ce724-289a-48a0-8776-0e535824b559
"ABOGADO
",DIRECCION REGIONAL DE EDUCACION DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-033,1,"S/. 3,114.19",02/10/2024,16/10/2024,4ec3502c-ab6a-493e-958c-243d0f75ff99
"ASISTENTE DE COMUNICACIONES
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-050,1,"S/. 2,900.00",02/10/2024,16/10/2024,08c798ff-b536-42a6-b5c3-172e4d97b2ee
"ANALISTA LEGAL DE RECURSOS HUMANOS
",GOBIERNO REGIONAL DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-039,1,"S/. 7,000.00",02/10/2024,16/10/2024,8caf6c38-052e-4ac8-9d71-33b57314b321
"ANALISTA DE IMAGEN INSTITUCIONAL Y PROTOCOLO
",GOBIERNO REGIONAL DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-038,1,"S/. 6,000.00",02/10/2024,16/10/2024,0495ce62-e2ce-4420-b7d9-59be625876d8
"DOCENTE RESPONSABLE DE NÚCLEO DE LA INICIATIVA PEDAGÓGICA TALLERES DEPORTIVO-RECREATIVOS - WIÑAQ.
",DIRECCION REGIONAL DE EDUCACION DEL CALLAO,CALLAO - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-032,1,"S/. 3,114.19",02/10/2024,16/10/2024,1d007440-5805-49cc-8fc4-e69fb844c182
"ESPECIALISTA JUDICIAL DE JUZGADO
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-049,1,"S/. 3,850.00",02/10/2024,16/10/2024,2da85f4c-c13c-411c-9fac-f6f67fcb1e13
"EDUCADORES MUSICALES DE LA IMPLEMENTACION DE LA INICIATIVA PEDAGOGICA ORQUESTANDO
",DIRECCION REGIONAL DE EDUCACION DEL CALLAO,CALLAO - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-032,1,"S/. 2,314.19",02/10/2024,16/10/2024,bfb0db04-81f4-436f-9a38-f2fbc7181285
"NOTIFICADOR/A
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-050,1,"S/. 3,040.00",02/10/2024,16/10/2024,e09339e1-8629-459e-a9dc-b22546caa19d
"ABOGADO
",PROGRAMA NACIONAL CUNA MAS,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1162,1,"S/. 3,814.19",01/10/2024,15/10/2024,24d4f257-8543-4f39-9979-6c8a10440b29
"ACOMPAÑANTE TECNICO PARA EL SERVICIO DE CUIDADO DIURNO
",PROGRAMA NACIONAL CUNA MAS,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1154,1,"S/. 1,154.00",01/10/2024,15/10/2024,9fe606bb-46f7-4dc3-9c34-14b1f20354c7
"ESPECIALISTA EN NUTRICION
",PROGRAMA NACIONAL CUNA MAS,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1179,1,"S/. 2,914.19",01/10/2024,15/10/2024,22ed7f90-96a3-4661-b520-6087df2167bf
