position,institution,ubication,num_conv,n_vac,wage,begin_date,end_date,id_uuid
"ASISTENTE DE TUTORIA
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,ICA - ALTO LARAN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-259,6,"S/. 2,000.00",09/10/2024,22/10/2024,5fcaa4e2-b00d-4e7a-9412-af5c79da1f9f
"ASISTENTE DE TUTORÍA
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,ICA - ICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-259,2,"S/. 2,000.00",09/10/2024,22/10/2024,95085118-bac5-45db-9f1f-9dbf5e8c8d19
"PROFESIONAL DE APOYO DE CONTROL DE LA DEUDA
",SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT,ICA - ICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-239,1,"S/. 4,200.00",09/10/2024,22/10/2024,4ba25ab7-799b-4b56-b1e0-3eb8a05346fd
"JEFE DE LA UNIDAD DE DEFENSA CIVIL Y POLICIA MUNICIPAL
",MUNICIPALIDAD DISTRITAL DE GROCIO PRADO,ICA - GROCIO PRADO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 1,800.00",09/10/2024,22/10/2024,33bcf965-576e-4598-8037-479cccd2f946
"PROMOTOR/A
",PROGRAMA NACIONAL DE ASISTENCIA SOLIDARIA PENSION 65,ICA - NAZCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-055,1,"S/. 2,114.19",09/10/2024,22/10/2024,736599f5-ab2b-41d0-9d69-c38c031849c7
"COORDINADOR (A)
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,ICA - ALTO LARAN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-259,1,"S/. 6,000.00",09/10/2024,22/10/2024,c03d69f4-c56e-4dcf-a3b1-4de009e0b61b
"MEDICO
",INSTITUTO DE MEDICINA LEGAL Y CIENCIAS FORENSES,ICA - ICA,276-37,1,"S/. 6,624.00",07/10/2024,21/10/2024,9dac2eba-6afe-47df-944f-2351bbe5cb79
"PROFESIONAL EN PSICOLOGIA
",UNIDAD DE GESTION EDUCATIVA LOCAL NAZCA,ICA - NAZCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-008,1,"S/. 2,614.19",03/10/2024,17/10/2024,c878c940-9adb-43a6-bbd6-1054e513f352
"COORDINADOR DE INNOVACIÓN
",UNIDAD DE GESTION EDUCATIVA LOCAL NAZCA,ICA - MARCONA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-008,1,"S/. 1,464.19",03/10/2024,17/10/2024,fa1e04e6-de19-4b53-ad17-1b7d948ec6eb
"PROFESIONAL EN PSICOLOGIA
",DIRECCION REGIONAL DE EDUCACION ICA,ICA - ICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-013,1,"S/. 2,614.19",01/10/2024,15/10/2024,03f4b864-7389-4110-841d-f2ef70bf1b96
"PROFESIONAL III PARA EQUIPO ITINERANTE DE CONVIVENCIA ESCOLAR
",DIRECCION REGIONAL DE EDUCACION ICA,ICA - ICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-013,1,"S/. 2,914.19",01/10/2024,15/10/2024,90e99c77-7f2a-4453-b389-1aabfd0ce49a
"ACOMPAÑANTE TECNICO PARA EL SERVICIO DE CUIDADO DIURNO
",PROGRAMA NACIONAL CUNA MAS,ICA - ICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1152,1,"S/. 2,614.19",01/10/2024,15/10/2024,e312af30-ca07-4da5-81da-1c1e4619b0ea
"ACOMPAÑANTE TECNICO PARA EL SERVICIO DE CUIDADO DIURNO
",PROGRAMA NACIONAL CUNA MAS,ICA - ICA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1156,1,"S/. 2,914.19",01/10/2024,15/10/2024,af3c0537-6c0b-46fb-8a90-1c58db11165e
"AUXILIAR ADMINISTRATIVO
",PODER JUDICIAL,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-035,1,"S/. 3,150.00",11/10/2024,24/10/2024,42674002-edc9-48d6-8bf0-ef4c2eb8e56e
"PERSONAL DE ATENCIÓN PERMANENTE
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-260,8,"S/. 2,000.00",11/10/2024,24/10/2024,705429bd-c13d-4a88-bbc7-27633b1df51f
"TRABAJADOR(A) SOCIAL
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,CALLAO - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-260,1,"S/. 3,500.00",11/10/2024,24/10/2024,077821f4-7873-4674-b3b9-3f6bbbbc55aa
"RESPONSABLE DE TRABAJO SOCIAL
",MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-904,1,"S/. 4,114.19",11/10/2024,24/10/2024,833ac3d6-2c2c-4ad5-bac7-f3d698101d67
"PSICOLOGO(A) I
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-260,1,"S/. 3,500.00",11/10/2024,24/10/2024,7c086480-ef12-41ee-9eef-2c1d094c1eeb
"DEFENSOR PÚBLICO EN EL NUEVO CÓDIGO PROCESAL PENAL
",MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-887,2,"S/. 5,114.19",11/10/2024,24/10/2024,f3c6bac1-a87d-44e3-8e20-cfa514b1f2d6
"PERSONAL DE ATENCIÓN PERMANENTE
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-260,5,"S/. 2,000.00",11/10/2024,24/10/2024,2eb94055-9362-4c24-8287-c9ed4b9719df
"PERSONAL DE ATENCIÓN PERMANENTE
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-260,3,"S/. 2,000.00",11/10/2024,24/10/2024,fc577f52-500f-4625-969a-b1ec7f5b436c
"PERSONAL DE ATENCION PERMANENTE
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-260,1,"S/. 2,000.00",11/10/2024,24/10/2024,e8abd043-8626-4445-ab15-52392b8e7b18
"TERAPISTA I
",ESCUELA NACIONAL DE MARINA MERCANTE ALMIRANTE MIGUEL GRAU,CALLAO - LA PUNTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 2,214.19",10/10/2024,23/10/2024,cdb7a42a-9402-440c-9834-ae84a48dfd7b
"AUXILIAR DE LIMPIEZA
",ESCUELA NACIONAL DE MARINA MERCANTE ALMIRANTE MIGUEL GRAU,CALLAO - LA PUNTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 1,414.19",10/10/2024,23/10/2024,7563b369-a5c5-4c83-99ec-65ab9fc0d72a
"ESPECIALISTA EN CONTRATACIONES DEL ESTADO
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-052,1,"S/. 5,500.00",10/10/2024,23/10/2024,1d9f67b0-635f-44d0-b95f-9d98fda1c1b9
"ASISTENTE DE ATENCION AL PUBLICO
",PODER JUDICIAL,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-034,1,"S/. 2,372.00",10/10/2024,23/10/2024,4eef24ee-54be-4264-af1d-db2bdd0feced
"ESPECIALISTA JUDICIAL DE AUDIENCIA
",PODER JUDICIAL,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-032,1,"S/. 2,972.00",10/10/2024,23/10/2024,c931eea4-68b9-4ae6-b2f6-c0fa59a3bf24
"ESPECIALISTA JUDICIAL DE AUDIENCIA
",PODER JUDICIAL,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-034,1,"S/. 2,972.00",10/10/2024,23/10/2024,2873ae54-fa1c-479f-8b92-9765ff02db0f
"ESPECIALISTA LEGAL
",PODER JUDICIAL,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-034,1,"S/. 2,972.00",10/10/2024,23/10/2024,8d0517fc-6111-4b3f-8a21-c00a0f9fdb6c
"PROFESIONAL LEGAL
",PODER JUDICIAL,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-033,1,"S/. 2,972.00",10/10/2024,23/10/2024,39baab82-f9f5-47f9-ba29-20383ce0a588
"ASISTENTE DE PRESUPUESTO
",MUNICIPALIDAD DE LA PERLA,CALLAO - LA PERLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-13,1,"S/. 2,300.00",10/10/2024,23/10/2024,7e5782ff-d6a6-4253-bdb0-1cb610d2db97
"COORDINADOR(A) EN CONTRATACIONES PUBLICAS DEL ESTADO DE HASTA 8 UIT
",MUNICIPALIDAD DE LA PERLA,CALLAO - LA PERLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-13,5000,"S/. 5,000.00",10/10/2024,23/10/2024,2d0aef6a-0591-443a-bd97-40a52a099eeb
"ESPECIALISTA JUDICIAL DE AUDIENCIAS
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-052,1,"S/. 2,972.00",10/10/2024,23/10/2024,5dc6a9ca-e15f-4ee9-b7b0-8aae4a446af3
"AUXILIAR JUDICIAL
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-052,1,"S/. 2,900.00",10/10/2024,23/10/2024,353d72bd-79c9-4a64-b1a9-c2ee0f493a5e
"AUXILIAR ADMINISTRATIVO/A
",GOBIERNO REGIONAL DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-041,1,"S/. 2,500.00",10/10/2024,23/10/2024,008661f7-651c-4b2e-a932-6c22363105c3
"COORDINADOR/A LEGAL
",GOBIERNO REGIONAL DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-040,1,"S/. 10,000.00",10/10/2024,23/10/2024,0799b3d1-51c8-4495-81f3-6f42fbaffbbf
"ESPECIALISTA EN LOGÍSTICA
",HOSPITAL SAN JOSE,CALLAO - CARMEN DE LA LEGUA REYNOSO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 5,500.00",09/10/2024,22/10/2024,f50fbf13-bdf7-4cc8-a6b0-6ca2cc543cc6
"ENFERMERA/O
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-259,1,"S/. 3,000.00",09/10/2024,22/10/2024,a775a195-c30d-49f5-ba91-d5993453e820
"TÉCNICO/A EN ENFERMERÍA
",HOSPITAL SAN JOSE,CALLAO - CARMEN DE LA LEGUA REYNOSO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,2,"S/. 1,700.00",09/10/2024,22/10/2024,f6fa63f0-d971-44a4-8f55-33827bc2142c
"TÉCNICO ADMINISTRATIVO
",HOSPITAL SAN JOSE,CALLAO - CARMEN DE LA LEGUA REYNOSO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 1,700.00",09/10/2024,22/10/2024,6bcc0a4f-88ed-4582-b1fb-a5b6e3d9b6b5
"TRABAJADOR DE SERVICIOS GENERALES
",HOSPITAL SAN JOSE,CALLAO - CARMEN DE LA LEGUA REYNOSO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 1,600.00",09/10/2024,22/10/2024,a048e825-762c-41a3-9fca-e4da3756d7de
"TECNÓLOGO MÉDICO EN LABORATORIO CLÍNICO Y ANATOMÍA PATOLÓGICA
",HOSPITAL SAN JOSE,CALLAO - CARMEN DE LA LEGUA REYNOSO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 3,400.00",09/10/2024,22/10/2024,98063fd3-b11d-4507-9c6b-f359ec337555
"QUÍMICO FARMACÉUTICO
",HOSPITAL SAN JOSE,CALLAO - CARMEN DE LA LEGUA REYNOSO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 2,900.00",09/10/2024,22/10/2024,12c01d56-0cdb-42f7-a9ac-542a240c0ea3
"OBSTETRA ASISTENCIAL
",HOSPITAL SAN JOSE,CALLAO - CARMEN DE LA LEGUA REYNOSO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 3,400.00",09/10/2024,22/10/2024,145a2f0b-3047-4148-9676-63e4c91850ed
"MÉDICO ESPECIALISTA EN MEDICINA INTENSIVA
",HOSPITAL SAN JOSE,CALLAO - CARMEN DE LA LEGUA REYNOSO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 6,000.00",09/10/2024,22/10/2024,41128136-f679-4820-ad05-799849fdbe52
"MÉDICO AUDITOR
",HOSPITAL SAN JOSE,CALLAO - CARMEN DE LA LEGUA REYNOSO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 6,000.00",09/10/2024,22/10/2024,913005c9-e92d-4535-9b35-49f83a230ee1
"ESPECIALISTA EN LOGÍSTICA
",HOSPITAL SAN JOSE,CALLAO - CARMEN DE LA LEGUA REYNOSO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 4,500.00",09/10/2024,22/10/2024,5c9da8c8-37b4-4a2f-8ff6-8600d996d97e
"AUXILIAR ADMINISTRATIVO
",HOSPITAL SAN JOSE,CALLAO - CARMEN DE LA LEGUA REYNOSO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 1,400.00",09/10/2024,22/10/2024,e70c7643-47d3-44a5-ba2b-9b82e278e3e4
"TÉCNICO/A EN ENFERMERÍA
",HOSPITAL SAN JOSE,CALLAO - CARMEN DE LA LEGUA REYNOSO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 1,800.00",09/10/2024,22/10/2024,fd81eb7e-59cf-4fc0-907f-3b6120c3537c
"ENFERMERA/O
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-259,1,"S/. 3,000.00",09/10/2024,22/10/2024,53140172-7b46-4d3e-9a83-4b589ca5f99f
"PSICOLOGO
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-259,1,"S/. 2,400.00",09/10/2024,22/10/2024,bf5f3d41-d1b7-4c45-948d-de0dd5c8eb0d
"ASISTENTE DE TUTORIA
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-259,2,"S/. 2,000.00",09/10/2024,22/10/2024,a717552a-f2eb-41f3-9b6f-a6f30e20bc5b
"ASISTENTE DE TUTORIA
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-259,7,"S/. 2,000.00",09/10/2024,22/10/2024,5ff7ce60-bf6d-4a53-9677-acf892f68fd8
"ASISTENTE DE TUTORIA
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-259,4,"S/. 2,000.00",09/10/2024,22/10/2024,75465f6a-cacf-4cd9-9618-9650360b7324
"ABOGADO
",CORPORACION PERUANA DE AEROPUERTOS Y AVIACION COMERCIAL SOCIEDAD ANONIMA - CORPAC S.A.,CALLAO - CALLAO,728-056,1,"S/. 3,900.00",09/10/2024,22/10/2024,484a4a29-7ba4-41bc-89b4-6f8b5255d9bd
"TRABAJADOR SOCIAL
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-259,1,"S/. 2,400.00",09/10/2024,22/10/2024,505b3470-67c0-413c-bdd0-77bbb0239c14
"ABOGADO
",HOSPITAL SAN JOSE,CALLAO - CARMEN DE LA LEGUA REYNOSO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 5,500.00",09/10/2024,22/10/2024,5aea4fe2-7d9d-4c2c-af0e-97976d9be19a
"GESTOR DE COBRANZA
",MUNICIPALIDAD PROVINCIAL DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-01,1,"S/. 1,954.00",07/10/2024,21/10/2024,943b3cdb-28f3-4b99-8480-3ba6f22892f2
"OPERADOR DE PLATAFORMA
",MUNICIPALIDAD PROVINCIAL DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-032,1,"S/. 1,700.00",07/10/2024,21/10/2024,6a786180-c902-441c-90b0-7aa9cb19ce8e
"INGENIERO CIVIL
",CORPORACION PERUANA DE AEROPUERTOS Y AVIACION COMERCIAL SOCIEDAD ANONIMA - CORPAC S.A.,CALLAO - CALLAO,728-055,1,"S/. 3,900.00",04/10/2024,18/10/2024,ca3c3d58-473e-41e1-b90d-f9e11fe9daeb
"ABOGADO
",CORPORACION PERUANA DE AEROPUERTOS Y AVIACION COMERCIAL SOCIEDAD ANONIMA - CORPAC S.A.,CALLAO - CALLAO,728-054,1,"S/. 3,900.00",04/10/2024,18/10/2024,9a08eaf5-c7ae-4aa8-9b37-692c73e5996e
"ESPECIALISTA JUDICIAL DE JUZGADO
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-051,1,"S/. 3,850.00",03/10/2024,17/10/2024,fa2ff56c-9354-40aa-a227-d16468c2c56d
"PSICOLOGO
",UNIDAD DE GESTION EDUCATIVA LOCAL- VENTANILLA,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-41,1,"S/. 2,614.19",03/10/2024,17/10/2024,2468c02f-101c-4360-8759-1ab78d9f82fa
"ESPECIALISTA EN CONTRATACIONES DEL ESTADO
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-051,1,"S/. 5,500.00",03/10/2024,17/10/2024,ee5d575d-c4f5-45ab-afbd-9467a332e0b9
"SUBINTENDENTE
",SUPERINTENDENCIA NACIONAL DE FISCALIZACION LABORAL - SUNAFIL,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-228,1,"S/. 8,000.00",02/10/2024,16/10/2024,0c4ada66-00ff-4a77-a65c-d502fc17ca62
"ABOGADO
",DIRECCION REGIONAL DE EDUCACION DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-033,1,"S/. 3,114.19",02/10/2024,16/10/2024,1b4294ce-be57-46f4-8d8f-57a3556ddb57
"NOTIFICADOR/A
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-050,2,"S/. 3,040.00",02/10/2024,16/10/2024,1377081a-7ab9-4f0d-8bcb-e249114762a6
"ASISTENTE DE COMUNICACIONES
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-050,1,"S/. 2,900.00",02/10/2024,16/10/2024,d380d5fe-cdc7-4ac1-ad61-b896225a4e9e
"NOTIFICADOR/A
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-050,1,"S/. 3,040.00",02/10/2024,16/10/2024,e6c1901a-9625-4bc2-9bee-16948bb1907b
"DOCENTE RESPONSABLE DE NÚCLEO DE LA INICIATIVA PEDAGÓGICA TALLERES DEPORTIVO-RECREATIVOS - WIÑAQ.
",DIRECCION REGIONAL DE EDUCACION DEL CALLAO,CALLAO - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-032,1,"S/. 3,114.19",02/10/2024,16/10/2024,0fb130a4-bd1d-4689-8905-7af26167ac37
"ANALISTA LEGAL DE RECURSOS HUMANOS
",GOBIERNO REGIONAL DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-039,1,"S/. 7,000.00",02/10/2024,16/10/2024,19d4aac8-6ba9-4547-9406-785924570a60
"ANALISTA DE IMAGEN INSTITUCIONAL Y PROTOCOLO
",GOBIERNO REGIONAL DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-038,1,"S/. 6,000.00",02/10/2024,16/10/2024,ed1709af-f170-4f2f-8449-84482eb06706
"EDUCADORES MUSICALES DE LA IMPLEMENTACION DE LA INICIATIVA PEDAGOGICA ORQUESTANDO
",DIRECCION REGIONAL DE EDUCACION DEL CALLAO,CALLAO - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-032,1,"S/. 2,314.19",02/10/2024,16/10/2024,adbb7174-3c46-4458-99ee-4c0e1e9985d8
"ESPECIALISTA JUDICIAL DE JUZGADO
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-049,1,"S/. 3,850.00",02/10/2024,16/10/2024,27d45ed9-d025-4793-a5ad-8155312588a8
"ESPECIALISTA DE CONVIVENCIA ESCOLAR REGIONAL
",DIRECCION REGIONAL DE EDUCACION DEL CALLAO,CALLAO - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-031,1,"S/. 3,914.19",01/10/2024,15/10/2024,9ad9b534-cd6e-45b8-b48c-254296555b52
"PSICOLOGO
",DIRECCION REGIONAL DE EDUCACION DEL CALLAO,CALLAO - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-030,2,"S/. 2,614.19",01/10/2024,15/10/2024,091f8f7d-55bc-48d0-b3c4-202247f645d8
"ABOGADO
",PROGRAMA NACIONAL CUNA MAS,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1162,1,"S/. 3,814.19",01/10/2024,15/10/2024,19caf925-f636-47bb-b6a0-c8f5413d11be
"ACOMPAÑANTE TECNICO PARA EL SERVICIO DE CUIDADO DIURNO
",PROGRAMA NACIONAL CUNA MAS,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1154,1,"S/. 1,154.00",01/10/2024,15/10/2024,8d16a48e-a6ab-4cae-8ea6-24ae7bfa97b0
"ESPECIALISTA EN NUTRICION
",PROGRAMA NACIONAL CUNA MAS,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1179,1,"S/. 2,914.19",01/10/2024,15/10/2024,df6ed954-7f36-4358-9302-9dd159554b3d
"ORIENTADOR(A) DE ATENCIÓN AL USUARIO
",SUPERINTENDENCIA NACIONAL DE MIGRACIONES - MIGRACIONES,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-436,1,"S/. 2,000.00",01/10/2024,15/10/2024,658ccfa3-7c4c-40a4-85a2-17cf414421a2
"TECNICO(A) EN ENFERMERIA
",OFICINA REGIONAL LIMA - INPE,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-028,1,"S/. 2,154.19",01/10/2024,15/10/2024,f85d5f24-2362-45de-a3a7-2ffd09930328
"ASISTENTE DE ESTUDIOS Y PROYECTOS DE INFRAESTRUCTURA  PORTUARIA 2
",AUTORIDAD PORTUARIA NACIONAL,CALLAO - LA PERLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-069,1,"S/. 4,500.00",01/10/2024,15/10/2024,87db45e6-6c7c-4084-b268-59ae31041b6f
"COORDINADOR(A) INNOVACIÓN Y SOPORTE TECNOLÓGICO ( CIST)
",DIRECCION REGIONAL DE EDUCACION DEL CALLAO,CALLAO - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-30,3,"S/. 1,464.19",01/10/2024,15/10/2024,b559ff26-98e7-486b-8f6f-d8821b62dc4d
"SUPERVISOR
",MUNICIPALIDAD PROVINCIAL DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-030,1,"S/. 4,050.00",30/09/2024,14/10/2024,f9f13033-22fe-49e3-9021-8a4ecb48cc5c
"SERENO A PIE
",MUNICIPALIDAD PROVINCIAL DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-029,7,"S/. 1,730.00",30/09/2024,14/10/2024,4a1299b7-7e87-457b-b7ef-0295ecd8a73b
"NOTIFICADOR/A
",PODER JUDICIAL,ANCASH - HUARI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-051,1,"S/. 3,040.00",11/10/2024,24/10/2024,47150e96-b463-4ed4-a767-dbe5c33a6c6c
"ASISTENTE ADMINISTRATIVO I
",GOBIERNO REGIONAL DE ANCASH,ANCASH - INDEPENDENCIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-06,1,"S/. 3,500.00",11/10/2024,24/10/2024,e2d8221b-f530-4f04-9320-7d02ace066a0
