position,institution,ubication,num_conv,n_vac,wage,begin_date,end_date
"PSICOLOGO
",UNIDAD DE GESTION EDUCATIVA DE PAUCAR DEL SARASARA,AYACUCHO - LAMPA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-34,1,"S/. 261,419.00",30/09/2024,14/10/2024
"PROFESIONAL PARA ASISTENTE ADMINISTRATIVO DE LA GERENCIA DE INFRAESTRUCTURA PUBLICA Y DESARROLLO URBANO Y RURAL
",MUNICIPALIDAD DISTRITAL DE TAMBILLO,AYACUCHO - TAMBILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 1,500.00",30/09/2024,14/10/2024
"PROFESIONAL PARA JEFE DE LA UNIDAD DE CATASTRO Y ACONDICIONAMIENTO TERRITORIAL
",MUNICIPALIDAD DISTRITAL DE TAMBILLO,AYACUCHO - TAMBILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 2,500.00",30/09/2024,14/10/2024
"ESPECIALISTA ADMINISTRATIVO II
",UNIVERSIDAD NACIONAL DE SAN CRISTOBAL DH,AYACUCHO - AYACUCHO,276-18,1,S/. 001.00,27/09/2024,11/10/2024
"TÉCNICO EN RACIONALIZACIÓN I
",UNIVERSIDAD NACIONAL DE SAN CRISTOBAL DH,AYACUCHO - AYACUCHO,276-18,1,S/. 001.00,27/09/2024,11/10/2024
"CONTRATACIÓN ADMINISTRATIVA DE SERVICIOS DE UN(A) DOCENTE PARA LA ENSEÑANZA DE LA ASIGNATURA DE FÍSICA PARA EL COLEGIO DE ALTO RENDIMIENTO DE LA REGIÓN AYACUCHO - PLAZO DETERMINADO (007417)
",MINISTERIO DE EDUCACION,AYACUCHO - AYACUCHO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-768,1,"S/. 4,500.00",27/09/2024,11/10/2024
"SECRETARIA II
",UNIDAD EJECUTORA EDUCACIÓN HUANCASANCOS,AYACUCHO - SANCOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 1,800.00",27/09/2024,11/10/2024
"AUXILIAR EN VIGILANCIA Y CONTROL
",PODER JUDICIAL,AYACUCHO - AYNA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-058,1,"S/. 1,300.00",26/09/2024,10/10/2024
"PROFESIONAL EN RECURSOS NATURALES
",PROGRAMA DE DESARROLLO PRODUCTIVO AGRARIO RURAL - AGRO RURAL,AYACUCHO - QUEROBAMBA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-007,1,"S/. 5,000.00",26/09/2024,10/10/2024
"GUARDIAN
",MUNICIPALIDAD PROVINCIAL DE FAJARDO,AYACUCHO - HUANCAPI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-4,2,"S/. 1,200.00",25/09/2024,09/10/2024
"SUB GERENTE DE SUPERVISION Y LIQUIDACION
",MUNICIPALIDAD PROVINCIAL DE FAJARDO,AYACUCHO - HUANCAPI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-4,1,"S/. 2,300.00",25/09/2024,09/10/2024
"ESPECIALISTA JUDICIAL DE JUZGADO
",PODER JUDICIAL,AYACUCHO - SAN MIGUEL,D.LEG 1057 - DETERMINADO (SUPLENCIA)-057,1,"S/. 2,972.00",24/09/2024,07/10/2024
"ESPECIALISTA JUDICIAL DE AUDIENCIA
",PODER JUDICIAL,AYACUCHO - SAN MIGUEL,D.LEG 1057 - DETERMINADO (SUPLENCIA)-057,1,"S/. 2,972.00",24/09/2024,07/10/2024
"ALMACENERO I
",UNIDAD EJECUTORA EDUCACIÓN HUANCASANCOS,AYACUCHO - SANCOS,D.LEG 1057 - DETERMINADO (SUPLENCIA)-05,1,"S/. 2,564.19",24/09/2024,07/10/2024
"ESPECIALISTA EN INFRAESTRUCTURA
",UNIDAD EJECUTORA EDUCACION VRAE LA MAR,AYACUCHO - SAN MIGUEL,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-016,1,"S/. 2,600.00",23/09/2024,04/10/2024
"JEFE DE DIVISIÓN DE INFRAESTRUCTURA
",MUNICIPALIDAD DISTRITAL DE LLOCHEGUA,AYACUCHO - LLOCHEGUA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-09,1,"S/. 2,614.19",23/09/2024,04/10/2024
"ESPECIALISTA EN SUPERVISIÓN Y LIQUIDACION DE OBRAS II (JEFE DE LA DIVISIÓN DE SUPERVISIÓN Y LIQUIDACIÓN DE OBRAS)
",MUNICIPALIDAD DISTRITAL DE LLOCHEGUA,AYACUCHO - LLOCHEGUA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-09,1,"S/. 2,914.19",23/09/2024,04/10/2024
"PERSONAL DE SEGURIADAD CIUDADANA (SERENAZGO)
",MUNICIPALIDAD DISTRITAL DE LLOCHEGUA,AYACUCHO - LLOCHEGUA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-09,1,"S/. 1,514.19",23/09/2024,04/10/2024
"RESPONSABLE DE LA DIVISIÓN DE GESTION AMBIENTAL
",MUNICIPALIDAD DISTRITAL DE LLOCHEGUA,AYACUCHO - LLOCHEGUA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-09,1,"S/. 2,114.19",23/09/2024,04/10/2024
"SECRETARIA(O)
",UNIDAD EJECUTORA EDUCACION VRAE LA MAR,AYACUCHO - CHUNGUI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 1,850.00",23/09/2024,04/10/2024
"UN/A (01) PSICOLOGO/A PARA CEM_COMISARIA DE FAMILIA AYACUCHO - AYACUCHO
",PROGR NAC PARA LA PREVENC Y ERRADIC DE LA VIOLENCIA CONTRA LAS MUJERES E INTEG DEL GRUP FAM-AURORA,AYACUCHO - AYACUCHO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-491,1,"S/. 4,000.00",20/09/2024,03/10/2024
"RESPONSABLE DE LA OFICINA DE DEMUNA
",MUNICIPALIDAD DISTRITAL DE CHUSCHI,AYACUCHO - CHUSCHI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 1,600.00",20/09/2024,03/10/2024
"ASISTENTE ADMINISTRATIVO DE ÁREA TÉCNICA MUNICIPAL DE AGUA Y SANEAMIENTO - ATMAS
",MUNICIPALIDAD DISTRITAL DE CHUSCHI,AYACUCHO - CHUSCHI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 1,500.00",20/09/2024,03/10/2024
"SERENAZGO
",MUNICIPALIDAD DISTRITAL DE CHUSCHI,AYACUCHO - CHUSCHI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 1,300.00",20/09/2024,03/10/2024
"SUBGERENTE DE GESTIÓN AMBIENTAL Y RESIDUOS SOLIDOS
",MUNICIPALIDAD DISTRITAL DE CHUSCHI,AYACUCHO - CHUSCHI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 1,650.00",20/09/2024,03/10/2024
"CONVOCATORIA PARA LA CONTRATACIÓN ADMINISTRATIVA DE SERVICIO CAS (NECESIDAD TRANSITORIA) DE UN/A (01) GESTOR/A LOCAL PARA EL SERVICIO DE ATENCIÓN RURAL – AYACUCHO
",PROGR NAC PARA LA PREVENC Y ERRADIC DE LA VIOLENCIA CONTRA LAS MUJERES E INTEG DEL GRUP FAM-AURORA,AYACUCHO - SANTILLANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-483,1,"S/. 5,000.00",20/09/2024,03/10/2024
"ASISTENTE ADMINISTRATIVO DE GERENCIA MUNICIPAL
",MUNICIPALIDAD DISTRITAL DE CHUSCHI,AYACUCHO - CHUSCHI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 1,600.00",20/09/2024,03/10/2024
"OPERADOR DE MAQUINARIA PESADA - EXCAVADORA SOBRE ORUGA
",MUNICIPALIDAD DISTRITAL DE LURICOCHA,AYACUCHO - LURICOCHA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 2,500.00",19/09/2024,02/10/2024
"PERSONAL DE LIMPIEZA PUBLICA - BARRIDO
",MUNICIPALIDAD DISTRITAL DE LURICOCHA,AYACUCHO - LURICOCHA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 1,150.00",19/09/2024,02/10/2024
"ESPECIALISTA JUDICIAL DE AUDIENCIA
",PODER JUDICIAL,AYACUCHO - CORACORA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-055,1,"S/. 2,972.00",19/09/2024,02/10/2024
"APOYO ADMINISTRATIVO EN EL AREA DE NOTIFICACIONES
",PODER JUDICIAL,AYACUCHO - AYACUCHO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-055,1,"S/. 1,300.00",19/09/2024,02/10/2024
"PSICÓLOGO(A)
",GOBIERNO REGIONAL DE AREQUIPA - UGE SUR,AREQUIPA - JOSE LUIS BUSTAMANTE Y RIVERO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-019,1,"S/. 2,614.19",02/10/2024,16/10/2024
"UN(01) ESPECIALISTA EN INFORMATICA I
",GERENCIA REGIONAL TRANSPORTES Y COMUNICACIONES,AREQUIPA - PAUCARPATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 1,514.19",02/10/2024,16/10/2024
"CONTRATAR LOS SERVICIOS DE UN/A (01) ASISTENTE TÉCNICO PARA BRINDAR APOYO EN LA UNIDAD REGIONAL AREQUIPA.
",PROGRAMA DE COMPENSACIONES PARA LA COMPETITIVIDAD,AREQUIPA - JOSE LUIS BUSTAMANTE Y RIVERO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-029,1,"S/. 3,000.00",02/10/2024,16/10/2024
"ESPECIALISTA INTEGRAL
",PROGRAMA NACIONAL CUNA MAS,AREQUIPA - AREQUIPA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1180,1,"S/. 2,914.19",01/10/2024,15/10/2024
"SUB GERENTE DE SANEAMIENTO AMBIENTAL Y SALUBRIDAD
",MUNICIPALIDAD DISTRITAL DE CAYMA,AREQUIPA - CAYMA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 3,100.00",01/10/2024,15/10/2024
"FISCALIZADOR
",MUNICIPALIDAD DISTRITAL DE CAYMA,AREQUIPA - CAYMA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 1,500.00",01/10/2024,15/10/2024
"ACOMPAÑANTE TECNICO PARA EL SERVICIO DE CUIDADO DIURNO
",PROGRAMA NACIONAL CUNA MAS,AREQUIPA - AREQUIPA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1133,1,"S/. 2,614.19",01/10/2024,15/10/2024
"TRABAJADOR DE SERVICIO II
",UNIDAD DE GESTION EDUCATIVA LOCAL CARAVELÍ,AREQUIPA - ATICO,276-06,1,S/. 971.65,01/10/2024,15/10/2024
"TRABAJADOR DE SERVICIO II
",UNIDAD DE GESTION EDUCATIVA LOCAL CARAVELÍ,AREQUIPA - ATICO,276-05,1,"S/. 2,048.76",01/10/2024,15/10/2024
"SUB GERENTE DE SERENAZGO
",MUNICIPALIDAD DISTRITAL DE CAYMA,AREQUIPA - CAYMA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 2,700.00",01/10/2024,15/10/2024
"ANALISTA LEGAL
",DEFENSORIA DEL PUEBLO,AREQUIPA - AREQUIPA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-145,1,"S/. 3,605.00",30/09/2024,14/10/2024
"PROMOTOR DE DEMUNA
",MUNICIPALIDAD DISTRITAL DE YURA,AREQUIPA - YURA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-14,1,"S/. 1,400.00",27/09/2024,11/10/2024
"SUB GERENCIA DE DESARROLLO ECONÓMICO Y TURISMO
",MUNICIPALIDAD DISTRITAL DE YURA,AREQUIPA - YURA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-14,1,"S/. 2,500.00",27/09/2024,11/10/2024
"SUBGERENCIA DE DESARROLLO HUMANO Y PARTICIPACIÓN CIUDADANA
",MUNICIPALIDAD DISTRITAL DE YURA,AREQUIPA - YURA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-14,1,"S/. 2,250.00",27/09/2024,11/10/2024
"COORDINADOR (A) DE INNOVACIÓN Y SOPORTE TECNOLÓGICO
",UNIDAD EJECUTORA - UGEL LA JOYA,AREQUIPA - MAJES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 1,464.19",27/09/2024,11/10/2024
"EJECUTIVO - AREQUIPA
",SUPERINTENDENCIA NACIONAL DE FISCALIZACION LABORAL - SUNAFIL,AREQUIPA - CERRO COLORADO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-213,1,"S/. 8,000.00",27/09/2024,11/10/2024
"ESPECIALISTA EN MONITOREO DE PROYECTOS
",PROGRAMA NACIONAL DE SANEAMIENTO RURAL,AREQUIPA - CERRO COLORADO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-092,1,"S/. 9,114.19",27/09/2024,11/10/2024
"PSICOLOGO (A)
",UNIDAD EJECUTORA - UGEL LA JOYA,AREQUIPA - MAJES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 2,614.19",27/09/2024,11/10/2024
"GESTOR/A INSTITUCIONAL
",PROGRAMA NACIONAL ÑPLATAFORMAS DE ACCIÓN PARA LA INCLUSIÓN SOCIAL-PAISÑ,AREQUIPA - TAPAY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-117,1,"S/. 3,000.00",26/09/2024,10/10/2024
"ASISTENTE ADMINISTRATIVO
","CENTRO DE EXPORTACION, TRANSFORMACION, INDUSTRIA, COMERCIALIZACION Y SERVICIOS CETICOS MATARANI",AREQUIPA - ISLAY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 1,414.19",25/09/2024,09/10/2024
"ESPECIALISTA LEGAL
",PODER JUDICIAL,AREQUIPA - AREQUIPA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-032,1,"S/. 2,972.00",24/09/2024,07/10/2024
"OPERADOR DE OBSERVACIONES METEOROLOGICAS O HIDROLOGICAS - ESTACION SALAMANCA (CO)
",SERVICIO NACIONAL DE METEOROLOGIA E HIDROLOGÍA DEL PERÚ - SENAMHI,AREQUIPA - SALAMANCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-169,1,"S/. 1,139.19",24/09/2024,07/10/2024
"ADMINISTRADOR
",GERENCIA REGIONAL DE TRABAJO Y PROMOCION DEL EMPLEO DEL GOBIERNO REGIONAL DE AREQUIPA,AREQUIPA - AREQUIPA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-16,1,"S/. 3,614.19",24/09/2024,07/10/2024
"RESGUARDO, CUSTODIA Y VIGILANCIA
",PODER JUDICIAL,AREQUIPA - AREQUIPA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-031,1,"S/. 1,300.00",24/09/2024,07/10/2024
"ESPECIALISTA JUDICIAL DE JUZGADO
",PODER JUDICIAL,AREQUIPA - AREQUIPA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-031,1,"S/. 2,972.00",24/09/2024,07/10/2024
"ESPECIALISTA JUDICIAL DE AUDIENCIA
",PODER JUDICIAL,AREQUIPA - AREQUIPA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-031,2,"S/. 3,850.00",24/09/2024,07/10/2024
"CONDUCCIÓN DE VEHÍCULO
",PODER JUDICIAL,AREQUIPA - AREQUIPA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-031,1,"S/. 1,300.00",24/09/2024,07/10/2024
"CHOFER I
",PODER JUDICIAL,AREQUIPA - AREQUIPA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-031,1,"S/. 3,040.00",24/09/2024,07/10/2024
"CHOFER
",PODER JUDICIAL,AREQUIPA - AREQUIPA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-031,1,"S/. 2,209.62",24/09/2024,07/10/2024
"AUXILIAR ADMINISTRATIVO
",PODER JUDICIAL,AREQUIPA - AREQUIPA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-031,1,"S/. 2,197.00",24/09/2024,07/10/2024
"ASISTENTE LEGAL
",PODER JUDICIAL,AREQUIPA - AREQUIPA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-031,1,"S/. 2,572.00",24/09/2024,07/10/2024
"ASISTENTE JURISDICCIONAL
",PODER JUDICIAL,AREQUIPA - AREQUIPA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-031,2,"S/. 2,572.00",24/09/2024,07/10/2024
"APOYO EN LAS LABORES DE SOPORTE TECNICO
",PODER JUDICIAL,AREQUIPA - AREQUIPA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-031,1,"S/. 1,500.00",24/09/2024,07/10/2024
"APOYO EN LA DESCARGA PROCESAL DE LOS JUZGADOS PENALES
",PODER JUDICIAL,AREQUIPA - AREQUIPA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-031,1,"S/. 1,720.00",24/09/2024,07/10/2024
"ESPECIALISTA JUDICIAL DE JUZGADO
",PODER JUDICIAL,AREQUIPA - AREQUIPA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-032,1,"S/. 2,972.00",24/09/2024,07/10/2024
"CAJERO
",MUNICIPALIDAD DISTRITAL SAMUEL PASTOR,AREQUIPA - SAMUEL PASTOR,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 1,800.00",24/09/2024,07/10/2024
"GERENTE DE DESARROLLO ECONOMICO
",MUNICIPALIDAD DISTRITAL SAMUEL PASTOR,AREQUIPA - SAMUEL PASTOR,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 3,800.00",24/09/2024,07/10/2024
"GERENTE DE DESARROLLO SOCIAL
",MUNICIPALIDAD DISTRITAL SAMUEL PASTOR,AREQUIPA - SAMUEL PASTOR,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 3,800.00",24/09/2024,07/10/2024
"OPERADOR DE OBSERVACIONES METEOROLOGICAS O HIDROLOGICAS - ESTACION HACIENDA PAMPATA (HLG)
",SERVICIO NACIONAL DE METEOROLOGIA E HIDROLOGÍA DEL PERÚ - SENAMHI,AREQUIPA - NICOLAS DE PIEROLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-170,1,"S/. 1,139.19",24/09/2024,07/10/2024
"ASISTENTA SOCIAL
",MUNICIPALIDAD DISTRITAL DE YURA,AREQUIPA - YURA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-1,1,"S/. 1,800.00",24/09/2024,07/10/2024
"COORDINADOR DE LA SUB GERENCIA DE BIENESTAR, EDUCACION, CULTURA, DEPORTE Y TURISMO
",MUNICIPALIDAD DISTRITAL DE PAUCARPATA,AREQUIPA - PAUCARPATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-4,1,"S/. 3,500.00",24/09/2024,07/10/2024
"COORDINADOR DE LA SUB GERENCIA DE VASO DE LECHE
",MUNICIPALIDAD DISTRITAL DE PAUCARPATA,AREQUIPA - PAUCARPATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-4,1,"S/. 3,500.00",24/09/2024,07/10/2024
"ESPECIALISTA EN NUTRICIÓN
",MUNICIPALIDAD DISTRITAL DE MIRAFLORES,AREQUIPA - MIRAFLORES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-028,1,"S/. 2,500.00",24/09/2024,07/10/2024
"ASISTENTE ADMINISTRATIVO(A)
",MUNICIPALIDAD DISTRITAL DE SACHACA,AREQUIPA - SACHACA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 1,400.00",20/09/2024,03/10/2024
"ASISTENTE TECNICO -PAD
",MUNICIPALIDAD DISTRITAL DE SACHACA,AREQUIPA - SACHACA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 1,800.00",20/09/2024,03/10/2024
"AUXILIAR ADMINISTRATIVO
",MUNICIPALIDAD DISTRITAL DE SACHACA,AREQUIPA - SACHACA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 1,400.00",20/09/2024,03/10/2024
"AUXILIAR ADMINISTRATIVO
",MUNICIPALIDAD DISTRITAL DE SACHACA,AREQUIPA - SACHACA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 1,400.00",20/09/2024,03/10/2024
"ABOGADO COMISION DE PROCESOS ADMINISTRATIVOS
",GOBIERNO REGIONAL DE AREQUIPA -UGE NORTE,AREQUIPA - SACHACA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-11,1,"S/. 2,354.19",20/09/2024,03/10/2024
"ESPECIALISTA EN GESTION PUBLICA
",MUNICIPALIDAD DISTRITAL DE SACHACA,AREQUIPA - SACHACA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 2,000.00",20/09/2024,03/10/2024
"JEFE DE AREA DE CONTROL PATRIMONIAL
",MUNICIPALIDAD DISTRITAL DE SACHACA,AREQUIPA - SACHACA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 2,500.00",20/09/2024,03/10/2024
"ESPECIALISTA EN SISTEMA INTEGRADO DE ADMINISTRACIÓN FINANCIERA - SIAF
",MUNICIPALIDAD DISTRITAL DE SACHACA,AREQUIPA - SACHACA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 1,900.00",20/09/2024,03/10/2024
"COTIZADOR
",MUNICIPALIDAD DISTRITAL DE SACHACA,AREQUIPA - SACHACA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 2,000.00",20/09/2024,03/10/2024
"DISEÑADOR GRAFICO
",MUNICIPALIDAD DISTRITAL DE SACHACA,AREQUIPA - SACHACA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 1,600.00",20/09/2024,03/10/2024
"NOTIFICADOR(A)
",MUNICIPALIDAD DISTRITAL DE SACHACA,AREQUIPA - SACHACA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 1,400.00",20/09/2024,03/10/2024
"ASISTENTE LEGAL
",MUNICIPALIDAD DISTRITAL DE YURA,AREQUIPA - YURA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-13,1,"S/. 2,250.00",19/09/2024,02/10/2024
"PROMOTOR/A DE TURISMO
",MUNICIPALIDAD DISTRITAL DE YURA,AREQUIPA - YURA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-13,1,"S/. 1,800.00",19/09/2024,02/10/2024
"ESPECIALISTA ADMINISTRATIVO II
",GOBIERNO REGIONAL DE AREQUIPA - COLEGIO MILITAR FRANCISCO BOLOGNESI,AREQUIPA - ALTO SELVA ALEGRE,276-013,1,"S/. 2,200.00",19/09/2024,02/10/2024
"ASISTENTE ADMINISTRATIVO (ALCALDÍA)
",MUNICIPALIDAD DISTRITAL DE YURA,AREQUIPA - YURA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-13,1,"S/. 1,500.00",19/09/2024,02/10/2024
"ABOGADO
",MUNICIPALIDAD DISTRITAL DE YARABAMBA,AREQUIPA - YARABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 3,200.00",19/09/2024,02/10/2024
"COTIZADOR
",MUNICIPALIDAD DISTRITAL DE YARABAMBA,AREQUIPA - YARABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 2,800.00",19/09/2024,02/10/2024
"FISCALIZADOR TRIBUTARIO
",MUNICIPALIDAD DISTRITAL DE YARABAMBA,AREQUIPA - YARABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 2,500.00",19/09/2024,02/10/2024
"GERENTE DE ASESORÍA JURÍDICA
",MUNICIPALIDAD DISTRITAL DE YARABAMBA,AREQUIPA - YARABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 4,000.00",19/09/2024,02/10/2024
"ESPECIALISTA ADMINISTRATIVO II
",GOBIERNO REGIONAL DE AREQUIPA - COLEGIO MILITAR FRANCISCO BOLOGNESI,AREQUIPA - ALTO SELVA ALEGRE,276-013,1,"S/. 2,200.00",19/09/2024,02/10/2024
"JEFE DE LA UNIDAD DE GESTION DE RECURSOS HUMANOS
",MUNICIPALIDAD DISTRITAL DE YARABAMBA,AREQUIPA - YARABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 3,600.00",19/09/2024,02/10/2024
"JEFE DE LA UNIDAD DE IMAGEN   INSTITUCIONAL
",MUNICIPALIDAD DISTRITAL DE YARABAMBA,AREQUIPA - YARABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 3,600.00",19/09/2024,02/10/2024
"JEFE DE ÁREA DE OBRAS PUBLICAS
",MUNICIPALIDAD DISTRITAL DE YARABAMBA,AREQUIPA - YARABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 3,600.00",19/09/2024,02/10/2024
"JEFE DEL ÁREA DE SEGURIDAD CIUDADANA
",MUNICIPALIDAD DISTRITAL DE YARABAMBA,AREQUIPA - YARABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 3,600.00",19/09/2024,02/10/2024
"SECRETARIO GENERAL
",MUNICIPALIDAD DISTRITAL DE YARABAMBA,AREQUIPA - YARABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 4,000.00",19/09/2024,02/10/2024
"JEFE DE LA UNIDAD DE ABASTECIMIENTO Y CONTROL PATRIMONIAL
",MUNICIPALIDAD DISTRITAL DE YARABAMBA,AREQUIPA - YARABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 3,600.00",19/09/2024,02/10/2024
"TECNICO EN ENFERMERIA
",HOSPITAL REGIONAL ELEAZAR GUZMAN BARRON,ANCASH - NUEVO CHIMBOTE,276-008,4,"S/. 2,837.00",02/10/2024,16/10/2024
"TECNICO ASISTENCIAL
",HOSPITAL REGIONAL ELEAZAR GUZMAN BARRON,ANCASH - NUEVO CHIMBOTE,276-008,3,"S/. 2,857.00",02/10/2024,16/10/2024
"TECNICO EN ENFERMERIA
",HOSPITAL REGIONAL ELEAZAR GUZMAN BARRON,ANCASH - NUEVO CHIMBOTE,276-008,1,"S/. 2,857.00",02/10/2024,16/10/2024
"TECNOLOGO MEDICO
",HOSPITAL REGIONAL ELEAZAR GUZMAN BARRON,ANCASH - NUEVO CHIMBOTE,276-008,1,"S/. 5,300.00",02/10/2024,16/10/2024
